Inventario,Autore,Ambito culturale,Datazione,Titolo,Materiali,Immagine
0548/PM,,arte piemontese,ca. 1830 - 40 - ca. 1830 - 40,rassomiglianza con Faustina la giovane,marmo di Carrara,http://93.62.170.226/foto/M0021564.jpg
0549/PM,,arte piemontese,ca. 1830 - 40 - ca. 1830 - 40,vestale,marmo di Carrara,http://93.62.170.226/foto/M0021565.jpg
0553/PM,,scultore attivo a Venaria,ca. 1673 - 75 - ca. 1673 - 75,busto generato da più conchiglie sovrapposte,marmo bianco,http://93.62.170.226/foto/M0021569.jpg
0128/OV,,fabbrica piemontese,XVIII,palchi dei Teatri Regio e Carignano,avorio - carta pergamena,http://93.62.170.226/foto/M0021576.jpg
0180/OV,,artigianato conventuale,XVIII/XIX,Cristo e la Samaritana al pozzo / Agnello con croce,vetro - ricamo - carta,http://93.62.170.226/foto/M0021610.jpg
0206/OV,,pittore di cerchia marattesca,XVII/XVIII,scena mitologica/Ercole al bivio/scena pastorale,tempera su pergamena - acquerello su pergamena - avorio - madreperla - legno,http://93.62.170.226/foto/M0021616.jpg
4751/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021671.jpg
4752/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - matita - carta bianca,http://93.62.170.226/foto/M0021672.jpg
4753/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro scuro - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021673.jpg
4754/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro nero - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021674.jpg
4755/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021675.jpg
4756/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - acquerello grigio - matita,http://93.62.170.226/foto/M0021676.jpg
4757/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - acquerello grigio - acquerello rosa - matita - carta bianca,http://93.62.170.226/foto/M0021677.jpg
4758/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021678.jpg
4759/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - acquerello grigio - acquerello rosa - carta bianca - matita,http://93.62.170.226/foto/M0021679.jpg
4760/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - acquerello grigio - acquerello nero - matita - carta,http://93.62.170.226/foto/M0021680.jpg
4761/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro scuro - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021681.jpg
4762/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro scuro - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021682.jpg
4763/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro scuro - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021683.jpg
4764/DS,,collaboratore di Bernardo Vittone,XVIII,,acquerello grigio - acquerello nero - inchiostro grigio - matita,http://93.62.170.226/foto/M0021684.jpg
4765/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - acquerello grigio - acquerello nero - matita,http://93.62.170.226/foto/M0021685.jpg
4766/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro nero - acquerello grigio - carta,http://93.62.170.226/foto/M0021686.jpg
4767/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro nero - acquerello grigio - carta bianca,http://93.62.170.226/foto/M0021687.jpg
4768/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro nero - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021688.jpg
4769/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro nero - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021689.jpg
4770/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro nero - acquerello grigio - carta bianca,http://93.62.170.226/foto/M0021690.jpg
4771/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro scuro - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021691.jpg
4772/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro nero - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021692.jpg
4773/DS-b,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro nero - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021693.jpg
4773/DS-a,,collaboratore di Bernardo Vittone,XVIII,Villa Farnese,inchiostro grigio - inchiostro nero - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021694.jpg
4774/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro nero - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021695.jpg
4775/DS-b,,collaboratore di Bernardo Vittone,XVIII,Villa Farnese,inchiostro grigio - inchiostro nero - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021696.jpg
4775/DS-a,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro nero - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021697.jpg
4776/DS-b,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro nero - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021698.jpg
4776/DS-a,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro nero - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021699.jpg
4777/DS,,collaboratore di Bernardo Vittone,XVIII,,NULL,http://93.62.170.226/foto/M0021700.jpg
4779/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro nero - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021703.jpg
4781/DS-b,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021705.jpg
4781/DS-a,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021706.jpg
4782/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro scuro - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021707.jpg
4787/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro nero - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021712.jpg
4788/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro nero - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021713.jpg
4789/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro nero - inchiostro scuro - acquerello grigio - acquerello verde - matita - carta bianca,http://93.62.170.226/foto/M0021714.jpg
4790/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro nero - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021715.jpg
4791/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro nero - acquerello grigio - acquerello rosa - matita - carta bianca,http://93.62.170.226/foto/M0021716.jpg
4792/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro nero - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021717.jpg
4793/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro nero - inchiostro grigio - matita - carta bianca,http://93.62.170.226/foto/M0021718.jpg
4794/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro nero - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021719.jpg
4796/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro nero - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021721.jpg
4797/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro nero - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021722.jpg
4798/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro nero - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021723.jpg
4799/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro nero - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021724.jpg
4800/DS,,collaboratore di Bernardo Vittone,XVIII,,inchiostro grigio - inchiostro nero - acquerello grigio - matita - carta bianca,http://93.62.170.226/foto/M0021725.jpg
5298/DS,,quadraturista bolognese,XVIII,,matita - inchiostro scuro - acquerello grigio - carta bianca,http://93.62.170.226/foto/M0021822.jpg
5299/DS,,quadraturista bolognese,XVIII,,matita - inchiostro scuro - carta bianca,http://93.62.170.226/foto/M0021823.jpg
0101/B,,bottega di Gerolamo Campagna,XVI,amorino,ottone brunito - bronzo,http://93.62.170.226/foto/M0022001.jpg
0102/B,,manifattura veneziana,XVI,amorino,bronzo - ottone,http://93.62.170.226/foto/M0022002.jpg
0103/B,,manifattura veneziana,XVI,uomo con mantello,bronzo - ottone brunito,http://93.62.170.226/foto/M0022003.jpg
0104/B,,manifattura veneziana,XVI,amorino,bronzo brunito,http://93.62.170.226/foto/M0022004.jpg
0105/B,,manifattura italiana,XVI,santa ai piedi della croce,bronzo dorato,http://93.62.170.226/foto/M0022005.jpg
0106/B,,manifattura veneziana,XVI/XVII,figura drappeggiata,bronzo - ottone brunito,http://93.62.170.226/foto/M0022006.jpg
0107/B,,manifattura italiana,XV,Madonna col Bambino,bronzo,http://93.62.170.226/foto/M0022007.jpg
0109/B,,bottega di Gerolamo Campagna,XVII/XVIII,Abbondanza,bronzo,http://93.62.170.226/foto/M0022009.jpg
0110/B,,manifattura italiana,XVII,amorino,bronzo - ottone brunito,http://93.62.170.226/foto/M0022010.jpg
0111/B,,manifattura italiana,XVI,animale fantastico,bronzo,http://93.62.170.226/foto/M0022011.jpg
0112/B,,arte padovana,XVI,testa umana,bronzo - marmo,http://93.62.170.226/foto/M0022012.jpg
0113/B,,manifattura italiana,XVI,amorino,bronzo,http://93.62.170.226/foto/M0022013.jpg
0123/B,,manifattura italiana,XVII,leoni portanti stemma con mascherone,bronzo,http://93.62.170.226/foto/M0022023.jpg
0133/B,,manifattura veneziana,XVI,donna in mezzo a due leoni,bronzo,http://93.62.170.226/foto/M0022032.jpg
0133/B,,manifattura padovana,XVI,donna in mezzo a due leoni,bronzo,http://93.62.170.226/foto/M0022032.jpg
0138/B,,scuola veneta,XVI,cariatide,bronzo brunito,http://93.62.170.226/foto/M0022037.jpg
0139/B,,manifattura veneziana,ca. 1500 - ca. 1500,guerriero,bronzo,http://93.62.170.226/foto/M0022038.jpg
0140/B,,arte italiana,XVI,Nettuno,bronzo - ottone brunito,http://93.62.170.226/foto/M0022039.jpg
0142/B,,manifattura veneziana,ca. 1500 - ca. 1500,soldato,bronzo - ottone brunito,http://93.62.170.226/foto/M0022041.jpg
0143/B,,bottega di Severo da Ravenna,XVI,Ercole,bronzo brunito,http://93.62.170.226/foto/M0022042.jpg
0144/B,,manifattura veneziana,XVI,Vanità,bronzo dorato,http://93.62.170.226/foto/M0022043.jpg
0146/B,,manifattura italiana,XVI,telamone,bronzo,http://93.62.170.226/foto/M0022045.jpg
0148/B,,manifattura italiana,XVII,leoni portanti stemma con mascherone,bronzo - ottone brunito,http://93.62.170.226/foto/M0022047.jpg
0150/B,,manifattura veneziana,XVI/XVII,testa di putto,bronzo - ottone brunito,http://93.62.170.226/foto/M0022049.jpg
0151/B,,manifattura italiana,XV,frate,bronzo - ottone brunito,http://93.62.170.226/foto/M0022050.jpg
0152/B,,manifattura veneziana,ca. 1500 - ca. 1500,guerriero,bronzo - ottone brunito,http://93.62.170.226/foto/M0022051.jpg
0153/B,,manifattura italiana,XVI,Cupido,bronzo - ottone brunito,http://93.62.170.226/foto/M0022052.jpg
0155/B,,Bottega di Niccolò Roccatagliata,XVI/XVII,Cupido,bronzo - ottone brunito,http://93.62.170.226/foto/M0022054.jpg
0156/B,,manifattura italiana,XVI,donna nuda,bronzo,http://93.62.170.226/foto/M0022055.jpg
0157/B,,manifattura veneziana,XVI,Giove,bronzo,http://93.62.170.226/foto/M0022056.jpg
0158/B,,manifattura fiorentina,XVI,cariatide,bronzo - ottone brunito,http://93.62.170.226/foto/M0022057.jpg
0159/B,,manifattura veneziana,XVI/XVII,donna nuda,bronzo,http://93.62.170.226/foto/M0022058.jpg
0160/B,,manifattura fiorentina,XVI,Venere,bronzo brunito,http://93.62.170.226/foto/M0022059.jpg
0162/B,,arte italiana,XVII,Giove,bronzo - ottone patinato,http://93.62.170.226/foto/M0022061.jpg
0162/B,,Ambito di Alessandro Campana,XVII,Giove,bronzo - ottone patinato,http://93.62.170.226/foto/M0022061.jpg
0164/B,Campagna Gerolamo,arte italiana,XVII,Giunone,bronzo brunito,http://93.62.170.226/foto/M0022063.jpg
0166/B,,manifattura italiana,XVII,donna,bronzo brunito,http://93.62.170.226/foto/M0022065.jpg
0167/B,,arte veneziana,XVI,Giunone,bronzo,http://93.62.170.226/foto/M0022066.jpg
0168/B,,bottega di Alessandro Vittoria,XVII,Giunone,bronzo,http://93.62.170.226/foto/M0022067.jpg
0189/B,,fabbrica piemontese,XVIII,aquila con foglie / frutti / rocaille,bronzo dorato,http://93.62.170.226/foto/M0022088.jpg
0191/B,,arte veneta,XVIII,satiro,bronzo,http://93.62.170.226/foto/M0022090.jpg
0192/B,,fabbrica piemontese,1613 - 1694,stemma,bronzo - rame - ferro,http://93.62.170.226/foto/M0022091.jpg
1045/B,Falconi Bernardo,fabbrica francese,1660 - 1670,Conte Trucchi di Levaldigi,bronzo cesellato,http://93.62.170.226/foto/M0022107A.jpg
1046/B,,arte veneta,1650 - 1660,dama,bronzo cesellato,http://93.62.170.226/foto/M0022108.jpg
1049/B,,manifattura milanese,1927 - 1928,,bronzo - ottone - cristallo,http://93.62.170.226/foto/M0022111.jpg
1050/B,,fabbrica piemontese,ca. 1750 - ca. 1760,,bronzo dorato - latta dipinta,http://93.62.170.226/foto/M0022112.jpg
1051/B,,manifattura milanese,1927 - 1928,,bronzo - metallo dorato - cristallo,http://93.62.170.226/foto/M0022113.jpg
1055/B,,orafo aostano,XV,Arcangelo Michele / santo vescovo / monogramma,rame dorato - argento - smalto,http://93.62.170.226/foto/M0022117.jpg
1056/B,,fabbrica piemontese,XVIII,sfondo paesistico,bronzo dorato - lacca,http://93.62.170.226/foto/M0022118.jpg
1056/B,,arte cinese,XVIII,sfondo paesistico,bronzo dorato - lacca,http://93.62.170.226/foto/M0022118.jpg
0562/DS,,scuola bolognese,XVIII,guerriero,olio su carta,http://93.62.170.226/foto/M0022160.jpg
4508/DS,,bottega dei fratelli Galliari e seguaci,XVIII/XIX,scenografia,matita - penna - inchiostro bruno e nero - acquerello su carta bianca,http://93.62.170.226/foto/M0022722.jpg
4512/DS,,bottega dei fratelli Galliari e seguaci,XVIII/XIX,scenografia,matita - penna - inchiostro bruno e nero - acquerello su carta bianca,http://93.62.170.226/foto/M0022726.jpg
4515/DS,,bottega dei fratelli Galliari e seguaci,XVIII/XIX,scenografia,matita - penna - inchiostro bruno e acquerello su carta bianca,http://93.62.170.226/foto/M0022729.jpg
4517/DS,,bottega dei fratelli Galliari e seguaci,XVIII/XIX,scenografia,matita - penna - inchiostro bruno e acquerello su carta bianca,http://93.62.170.226/foto/M0022731.jpg
4518/DS,,bottega dei fratelli Galliari e seguaci,XVIII/XIX,scenografia,matita - penna - inchiostro bruno e acquerello su carta bianca,http://93.62.170.226/foto/M0022732.jpg
4519/DS,,bottega dei fratelli Galliari e seguaci,XVIII/XIX,scenografia,matita - penna - inchiostro bruno e acquerello su carta bianca,http://93.62.170.226/foto/M0022733.jpg
4520/DS,,seguace di Pietro Gonzaga,post 1792 - post 1792,scenografia,inchiostro e acquerello su carta bianca,http://93.62.170.226/foto/M0022734.jpg
4521/DS,,bottega dei fratelli Galliari e seguaci,XVIII/XIX,scenografia,matita - penna - inchiostro bruno e acquerello su carta bianca,http://93.62.170.226/foto/M0022735.jpg
4526/DS,,bottega dei fratelli Galliari e seguaci,XVIII/XIX,scenografia,matita - penna e inchiostro bruno su carta bianca,http://93.62.170.226/foto/M0022740.jpg
4527/DS,,bottega dei fratelli Galliari e seguaci,XVIII/XIX,scenografia,matita - penna - inchiostro bruno e acquerello su carta bianca,http://93.62.170.226/foto/M0022741.jpg
4528/DS,,bottega dei fratelli Galliari e seguaci,XVIII/XIX,scenografia,penna - inchiostro bruno e acquerello su carta bianca,http://93.62.170.226/foto/M0022742.jpg
4539/DS,,bottega dei fratelli Galliari e seguaci,XVIII/XIX,scenografia,penna - inchiostro bruno e acquerello su carta bianca,http://93.62.170.226/foto/M0022753.jpg
4540/DS,,bottega dei fratelli Galliari e seguaci,XVIII/XIX,scenografia,penna - inchiostro bruno e acquerello su carta bianca - macchie ad acquerello rosso,http://93.62.170.226/foto/M0022754.jpg
4554/DS,Galliari Bernardo,bottega dei fratelli Galliari e seguaci,XVIII/XIX,scenografia,matita - penna e inchiostro bruno su carta bianca,http://93.62.170.226/foto/M0022768.jpg
4559/DS,,bottega dei fratelli Galliari e seguaci,XVIII/XIX,scenografia,penna e inchiostro bruno su carta bianca,http://93.62.170.226/foto/M0022774.jpg
4565/DS,,bottega dei fratelli Galliari e seguaci,XVIII/XIX,scenografia,inchiostro bruno e rosso - acquerello su carta bianca,http://93.62.170.226/foto/M0022780.jpg
4566/DS,,bottega dei fratelli Galliari e seguaci,XVIII/XIX,scenografia,penna - inchiostro bruno e rosso - acquerello su carta bianca,http://93.62.170.226/foto/M0022782.jpg
4573/DS,,bottega dei fratelli Galliari e seguaci,XVIII/XIX,scenografia,matita - penna - inchiostro bruno e acquerello su carta bianca,http://93.62.170.226/foto/M0022790.jpg
4574/DS,,bottega dei fratelli Galliari e seguaci,XVIII/XIX,scenografia,penna - inchiostro bruno e acquerello su carta bianca,http://93.62.170.226/foto/M0022791.jpg
4575/DS,,bottega dei fratelli Galliari e seguaci,XVIII/XIX,scenografia,penna - inchiostro bruno e acquerello su carta bianca,http://93.62.170.226/foto/M0022793.jpg
4577/DS,,bottega dei fratelli Galliari e seguaci,XVIII/ XIX,scenografia,penna - inchiostro bruno e acquerello su carta bianca,http://93.62.170.226/foto/M0022796.jpg
4582/DS,,bottega dei fratelli Galliari e seguaci,XVIII/ XIX,scenografia,penna - inchiostro bruno e acquerello su carta bianca,http://93.62.170.226/foto/M0022802.jpg
0001/S,,arte limosina,ca. 1195,Cristo crocifisso / Vergine / San Giovanni,smalto champlevé - rame sbalzato - inciso e dorato - legno,http://93.62.170.226/foto/M0022839.jpg
0004/S,NULL,smaltatore francese,XVIII,scene galanti/paesaggi,smalto - metallo,http://93.62.170.226/foto/M0022847.jpg
0004/S,NULL,smaltatore francese,XVIII,scene galanti/paesaggi,smalto - metallo,http://93.62.170.226/foto/M0022847.jpg
0007/S,,arte limosina,XII-XIII,San Pietro e San Paolo,smalto champlevé - rame dorato,http://93.62.170.226/foto/M0022850.jpg
0008/S,,arte limosina,XIII,Cristo benedicente,smalto champlevé - rame dorato - legno,http://93.62.170.226/foto/M0022851.jpg
