Autore,Titolo,Datazione,Tecnica,Dimensioni,Immagine
"","Scena dal Genji Monogatari (3 di 5)","XIX secolo","inchiostro - colori e polvere d’oro su carta","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2856_Jv26c.jpg"
"","Scena dal Genji Monogatari (4 di 5)","XIX secolo","inchiostro - colori e polvere d’oro su carta","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2855_Jv26d.jpg"
"","Rami di pino - bambù - fiori e calligrafia","inizio XX secolo","inchiostro su carta","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2860_Jv27c.jpg"
"","Dongfang Shuo con pesca dell’immortalità","inizio XIX secolo","inchiostro e colori su carta - legno","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2862_Jv28.JPG"
"","Poggia-pennelli a forma di roccia e tralci di vite","XIX secolo d.C.","pietra tenera (steatite o agalmatolite)","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2688_Cp20.JPG"
"","Tre donne giapponesi inginocchiate","fine XIX – inizio XX secolo","avorio - intarsi di madreperla e pasta di vetro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1814_Js10-bis.jpg"
"","Indice","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2916_Jx255.jpg"
"","Incontro notturno tra domestica e servitore","prima metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2883_Jx258a.jpg"
"","Incontro notturno tra domestica e servitore","prima metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2918_Jx258b.jpg"
"","Kesa a motivi floreali geometrici","metà XIX secolo","tessuto di seta rosso bruno operato in seta policroma e filati metallici. Fodera in tela di cotone blu.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2866_Jt10.JPG"
"","Kesa con motivi di draghi - nuvole e fiori","metà XIX secolo","tessuto di seta blu petrolio operato in seta policroma e filati metallici. Fodera in taffetà di seta color avorio.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2867_Jt11.JPG"
"","Kesa con motivi di aceri - crisantemi - pini e ventagli - con onde e cascata","metà XIX secolo","tessuto di seta blu ceruleo - dipinto e ricamato a punto steso con filati metallici e seta floscia policroma. Non è presente alcuna fodera.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2868_Jt12.JPG"
"","Kesa estivo con motivi floreali e foglie di malva","prima metà XIX secolo","garza di seta avorio broccata con filati in seta floscia policroma. Fodera in organza di seta rosa.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2869_Jt13.JPG"
"","Kesa con motivi floreali - simboli augurali e draghi","seconda metà XIX secolo","tessuto di seta marrone scuro operato in seta e filati metallici.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2870_Jt14.JPG"
"","Kesa con disegni di draghi e nuvole - e fiori dorati","prima metà XIX secolo","tessuto di seta bianco operato in seta policroma e filati metallici. Fodera in taffetà di seta operata color crema.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2871_Jt15.JPG"
"","Attraversando il ponte sul ruscello","fine XVIII secolo","inchiostro - colori tenui e foglia di rame su carta. Bordo in tessuto (lino?) color grigio topo e bordino interno in tessuto blu a pois bianchi. Cornice in legno laccato nero - con guarnizioni metalliche. Fodera in carta color rosa pesco decorata a motivi geometrici e fenici argentati.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2872_Jp12.JPG"
"","La Sorgente dei Fiori di Pesco","inizio XIX secolo","inchiostro - colori tenui e foglia d’oro su carta. Bordo in seta damascata blu con motivi dorati. Bordino interno in seta damascata color marrone con fili dorati. Cornice in legno senza guarnizioni - con un sottile strato di lacca marrone scuro. Fodera in carta a sfondo color blu petrolio decorato con motivi geometrici.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2873_Jp11a.JPG"
"","La Sorgente dei Fiori di Pesco","inizio XIX secolo","inchiostro - colori tenui e foglia d’oro su carta. Bordo in seta damascata blu con motivi dorati. Bordino interno in seta damascata color marrone con fili dorati. Cornice in legno senza guarnizioni - con un sottile strato di lacca marrone scuro. Fodera in carta a sfondo color blu petrolio decorato con motivi geometrici.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2874_Jp11b.JPG"
"","Suonatore di organo a bocca (yu)","prima metà - metà II secolo d.C.","terracotta rossa - tracce di pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2779_Cc188.jpg"
"","Modellino di pozzo con piccola tettoia","II secolo d.C.","terracotta beige-rosata - invetriatura verde e bruno-verdastra","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2876_Cc189.jpg"
"","Suonatore di cetra (qin) seduto con le gambe di lato","seconda metà II secolo d.C.","terracotta rossa","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2876_Cc190.jpg"
"","Cuoco che prepara un pesce","seconda metà II secolo d.C.","terracotta grigia con tracce di pigmenti, testa in terracotta beige-rosata","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2878_Cc191.jpg"
"","Suonatore di cetra (qin) seduto sui talloni","prima metà o metà II secolo d.C.","terracotta grigia","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2878_Cc192.jpg"
"","Ascoltatrice","seconda metà II secolo d.C.","terracotta grigia con tracce di pigmento","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2879_Cc193.jpg"
"","Modello di torre di vedetta e sette figurine","seconda metà II secolo d.C.","terracotta rosata, invetriatura verde chiara - iridescente in alcuni punti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2877_Cc194.jpg"
"","Lo stile delle ville: aceri autunnali","(prima) metà XVIII secolo","silografia colorata a mano - urushi-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2882_Jx256.JPG"
"","Kiritsubo ","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2883_Jx201-Kiritsubo-E.jpg"
"","Hahakigi (L'arbusto di saggina)","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2884_Jx202-Hahakigi.jpg"
"","Utsusemi","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2885_Jx203-Utsusemi.jpg"
"","Yūgao","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2886_Jx204-Yugao.jpg"
"","Wakamurasaki (La giovane Murasaki)","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2887_Jx205-Wakamurasaki.jpg"
"","Suetsumuhana (Il Fior-di-zafferano)","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2888_Jx206-Suetsumuhana.jpg"
"","Momiji no ga (La Festa delle Foglie rosse)","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2889_Jx207-Momiji-no-ga.jpg"
"","Hana no en (La Festa dei Fiori)","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2890_Jx208-Hana-no-en.jpg"
"","Aoi","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2891_Jx209-Aoi.jpg"
"","Sakaki (L'Albero sacro)","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2892_Jx210-Sakaki.jpg"
"","Hana chiru sato (Il Villaggio dei Fiori caduchi)","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2893_Jx211-Hana-chiru-sato.jpg"
"","Suma (Esilio a Suma)","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2894_Jx212-Suma.jpg"
"","Akashi","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2895_Jx213-Akashi.jpg"
"","Modellino di costruzione rurale con cortile","I - inizio III secolo d.C.","terracotta grigia scura (più chiara per alcune figurine)","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2882_Cc195.jpg"
"","Modellino di pollaio (?) in muratura","I - inizio III secolo d.C.","terracotta grigia - colatura localizzata di vetrina color verde-crema","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2897_Cc196.jpg"
"","Modellino di veranda","I - inizio III secolo d.C.","terracotta grigia scura","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2897_Cc197.jpg"
"","Carro trainato da un bue","II- IV secolo d.C.","terracotta grigia - tracce di ingobbio (?)","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2899_Cc198.jpg"
"","Gallina","I - inizio III secolo d.C.","terracotta rossa - invetriatura verde iridescente","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2900_Cc199.jpg"
"","Gallo","I - inizio III secolo d.C.","terracotta rossa - invetriatura verde iridescente","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2901_Cc200.jpg"
"","Myotsukushi (La scala delle maree)","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2896_Jx214-Miotsukushi-E.jpg"
"","Yomogyu (Il Palazzo nel Folto dei Boschi)","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2903_Jx215-Yomogyu.jpg"
"","Sekiya (Incontro alla frontiera)","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2904_Jx216-Sekiya.jpg"
"","E-awase (Gara di dipinti)","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2905_Jx217-Eawase.jpg"
"","Matsukaze (Il vento tra i pini)","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2906_Jx218-Matsukaze.jpg"
"","Usugumo (Una ghirlanda di nuvole)","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2907_Jx219-Usugumo.jpg"
"","Otome (La fanciulla)","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2908_Jx221-Otome.jpg"
"","Tamakatsura","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2909_Jx222-Tamakazura.jpg"
"","Asagao","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2910_Jx220-Asagao.jpg"
"","Hatsune (Il primo canto dell'anno)","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2910_Jx223-Hatsune-E.jpg"
"","Kochō (Le farfalle)","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2912_Jx224-Kocho.jpg"
"","Hotaru (Le lucciole)","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2913_Jx225-Hotaru.jpg"
"","Tokonatsu (Un'aiuola di garofani)","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2914_Jx226-Tokonatsu.jpg"
"","Kagaribi (Le fiaccole)","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2915_Jx227-Kagaribi.jpg"
"","Sei personaggi per la strada","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2919_Jx261a.jpg"
"","Sei personaggi per la strada","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2920_Jx261c.jpg"
"","Sei personaggi per la strada","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2920_Jx261b.jpg"
"","Statuina antropomorfa","fine II - prima metà III secolo d.C.","terracotta grigia","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2902_Cc201.jpg"
"","Pastore con gregge di montoni","fine II sec. a.C. - inizio III secolo d.C.","terracotta rossa - tracce di invetriatura ambra","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2923_Cc202.jpg"
"","Anatra crestata","II sec. a.C. - inizio III secolo d.C.","terracotta rossa - tracce di ingobbio e di invetriatura bruna","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2924_Cc203.JPG"
"","Bue","II sec. a.C. - inizio III secolo d.C.","terracotta rossa - tracce di ingobbio","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2925_Cc204.JPG"
"","Modellino di barca","stile II sec. a.C. - inizio III secolo d.C.","terracotta rossa - invetriatura verde chiara","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2924_Cc205.jpg"
"","Capride","fine III sec. a.C. - inizio III secolo d.C.","terracotta beige/arancione","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2927_Cc206.jpg"
"","Coperchio (?) a forma di montagna","fine III sec. a.C. - inizio III secolo d.C. (?)","terracotta grigia - pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2928_Cc207.jpg"
"","Kokusen’ya Kassen – Le battaglie di Watōnai","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2921_Jx259a.jpg"
"","Kokusen’ya Kassen – Le battaglie di Watōnai","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2930_Jx259b.jpg"
"","Kokusen’ya Kassen – Le battaglie di Watōnai","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2931_Jx259c.jpg"
"","Tre personaggi in giardino - albero di prugno fiorito","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2932_Jx260a.jpg"
"","Tre personaggi in giardino - albero di prugno fiorito","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2933_Jx260b.jpg"
"","Tre personaggi in giardino - albero di prugno fiorito","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2933_Jx260c.jpg"
"","Nave con personaggi","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2935_Jx262a.jpg"
"","Nave con personaggi","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2936_Jx262b.jpg"
"","Nave con personaggi","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2937_Jx262c.jpg"
"","Nowaki (Il tifone)","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2916_Jx228-Nowaki.jpg"
"","Miyuki (La visita reale)","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2939_Jx229-Miyuki.jpg"
"","Fujibakama (Calzoni color glicine)","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2940_Jx230-Fujibakama.jpg"
"","Makibashira ","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2941_Jx231-Makibashira.jpg"
"","Umegae (Il ramo di fior di susino) ","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2942_Jx232-Umegae-E.jpg"
"","Fuji no uraba (Foglioline di glicine novelle) ","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2943_Jx233-Fuji-no-Uraba.jpg"
"","Wakana no jō (“Giovani Germogli” parte prima) ","metà XIX secolo","silografia nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2944_Jx234-Wakana-no-jo.jpg"
